lemma,pos,genus,genus 1,genus 2,genus 3,genus 4,nominativ singular,nominativ singular*,nominativ singular 1,nominativ singular 2,nominativ singular 3,nominativ singular 4,nominativ singular stark,nominativ singular schwach,nominativ singular gemischt,nominativ plural,nominativ plural*,nominativ plural 1,nominativ plural 2,nominativ plural 3,nominativ plural 4,nominativ plural stark,nominativ plural schwach,nominativ plural gemischt,genitiv singular,genitiv singular*,genitiv singular 1,genitiv singular 2,genitiv singular 3,genitiv singular 4,genitiv singular stark,genitiv singular schwach,genitiv singular gemischt,genitiv plural,genitiv plural*,genitiv plural 1,genitiv plural 2,genitiv plural 3,genitiv plural 4,genitiv plural stark,genitiv plural schwach,genitiv plural gemischt,dativ singular,dativ singular*,dativ singular 1,dativ singular 2,dativ singular 3,dativ singular 4,dativ singular stark,dativ singular schwach,dativ singular gemischt,dativ plural,dativ plural*,dativ plural 1,dativ plural 2,dativ plural 3,dativ plural 4,dativ plural stark,dativ plural schwach,dativ plural gemischt,akkusativ singular,akkusativ singular*,akkusativ singular 1,akkusativ singular 2,akkusativ singular 3,akkusativ singular 4,akkusativ singular stark,akkusativ singular schwach,akkusativ singular gemischt,akkusativ plural,akkusativ plural*,akkusativ plural 1,akkusativ plural 2,akkusativ plural 3,akkusativ plural 4,akkusativ plural stark,akkusativ plural schwach,akkusativ plural gemischt
Faulbaumrinde,Substantiv,f,,,,,Faulbaumrinde,,,,,,,,,Faulbaumrinden,,,,,,,,,Faulbaumrinde,,,,,,,,,Faulbaumrinden,,,,,,,,,Faulbaumrinde,,,,,,,,,Faulbaumrinden,,,,,,,,,Faulbaumrinde,,,,,,,,,Faulbaumrinden,,,,,,,,
Faulen,Substantiv,n,,,,,Faulen,,,,,,,,,,,,,,,,,,Faulens,,,,,,,,,,,,,,,,,,Faulen,,,,,,,,,,,,,,,,,,Faulen,,,,,,,,,,,,,,,,,
Faulenzer,Substantiv,m,,,,,Faulenzer,,,,,,,,,Faulenzer,,,,,,,,,Faulenzers,,,,,,,,,Faulenzer,,,,,,,,,Faulenzer,,,,,,,,,Faulenzern,,,,,,,,,Faulenzer,,,,,,,,,Faulenzer,,,,,,,,
Faulenzerin,Substantiv,f,,,,,Faulenzerin,,,,,,,,,Faulenzerinnen,,,,,,,,,Faulenzerin,,,,,,,,,Faulenzerinnen,,,,,,,,,Faulenzerin,,,,,,,,,Faulenzerinnen,,,,,,,,,Faulenzerin,,,,,,,,,Faulenzerinnen,,,,,,,,
Fauler,"Substantiv,adjektivische Deklination",m,,,,,,,,,,,Fauler,Faule,Fauler,,,,,,,Faule,Faulen,Faule,,,,,,,Faulen,Faulen,Faulen,,,,,,,Fauler,Faulen,Faulen,,,,,,,Faulem,Faulen,Faulen,,,,,,,Faulen,Faulen,Faulen,,,,,,,Faulen,Faulen,Faulen,,,,,,,Faule,Faulen,Faule
Faulheit,Substantiv,f,,,,,Faulheit,,,,,,,,,Faulheiten,,,,,,,,,Faulheit,,,,,,,,,Faulheiten,,,,,,,,,Faulheit,,,,,,,,,Faulheiten,,,,,,,,,Faulheit,,,,,,,,,Faulheiten,,,,,,,,
Faulpelz,Substantiv,m,,,,,Faulpelz,,,,,,,,,Faulpelze,,,,,,,,,Faulpelzes,,,,,,,,,Faulpelze,,,,,,,,,Faulpelz,Faulpelze,,,,,,,,Faulpelzen,,,,,,,,,Faulpelz,,,,,,,,,Faulpelze,,,,,,,,
Faulschnee,Substantiv,m,,,,,Faulschnee,,,,,,,,,,,,,,,,,,Faulschnees,,,,,,,,,,,,,,,,,,Faulschnee,,,,,,,,,,,,,,,,,,Faulschnee,,,,,,,,,,,,,,,,,
Faultier,Substantiv,n,,,,,Faultier,,,,,,,,,Faultiere,,,,,,,,,Faultieres,Faultiers,,,,,,,,Faultiere,,,,,,,,,Faultier,Faultiere,,,,,,,,Faultieren,,,,,,,,,Faultier,,,,,,,,,Faultiere,,,,,,,,
Faun,Substantiv,m,,,,,Faun,,,,,,,,,,,Faune,Faunen,Fauni,,,,,Fauns,Faunes,,,,,,,,,,Faune,Faunen,Fauni,,,,,Faun,Faune,,,,,,,,,,Faunen,Faunen,Fauni,,,,,Faun,,,,,,,,,,,Faune,Faunen,Fauni,,,,
Fauna,Substantiv,f,,,,,Fauna,,,,,,,,,Faunen,,,,,,,,,Fauna,,,,,,,,,Faunen,,,,,,,,,Fauna,,,,,,,,,Faunen,,,,,,,,,Fauna,,,,,,,,,Faunen,,,,,,,,
Fauna,"Eigenname,Substantiv",f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faust,Substantiv,f,,,,,Faust,,,,,,,,,Fäuste,,,,,,,,,Faust,,,,,,,,,Fäuste,,,,,,,,,Faust,,,,,,,,,Fäusten,,,,,,,,,Faust,,,,,,,,,Fäuste,,,,,,,,
Faust,"Eigenname,Substantiv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faustball,Substantiv,m,,,,,Faustball,,,,,,,,,Faustbälle,,,,,,,,,Faustballs,Faustballes,,,,,,,,Faustbälle,,,,,,,,,Faustball,Faustballe,,,,,,,,Faustbällen,,,,,,,,,Faustball,,,,,,,,,Faustbälle,,,,,,,,
Faustballer,Substantiv,m,,,,,Faustballer,,,,,,,,,Faustballer,,,,,,,,,Faustballers,,,,,,,,,Faustballer,,,,,,,,,Faustballer,,,,,,,,,Faustballern,,,,,,,,,Faustballer,,,,,,,,,Faustballer,,,,,,,,
Faustballerin,Substantiv,f,,,,,Faustballerin,,,,,,,,,Faustballerinnen,,,,,,,,,Faustballerin,,,,,,,,,Faustballerinnen,,,,,,,,,Faustballerin,,,,,,,,,Faustballerinnen,,,,,,,,,Faustballerin,,,,,,,,,Faustballerinnen,,,,,,,,
Faustcheck,Substantiv,m,,,,,Faustcheck,,,,,,,,,Faustchecks,,,,,,,,,Faustchecks,,,,,,,,,Faustchecks,,,,,,,,,Faustcheck,,,,,,,,,Faustchecks,,,,,,,,,Faustcheck,,,,,,,,,Faustchecks,,,,,,,,
Faustfeuerwaffe,Substantiv,f,,,,,Faustfeuerwaffe,,,,,,,,,Faustfeuerwaffen,,,,,,,,,Faustfeuerwaffe,,,,,,,,,Faustfeuerwaffen,,,,,,,,,Faustfeuerwaffe,,,,,,,,,Faustfeuerwaffen,,,,,,,,,Faustfeuerwaffe,,,,,,,,,Faustfeuerwaffen,,,,,,,,
Faustfick,Substantiv,m,,,,,Faustfick,,,,,,,,,Faustficks,,,,,,,,,Faustficks,,,,,,,,,Faustficks,,,,,,,,,Faustfick,,,,,,,,,Faustficks,,,,,,,,,Faustfick,,,,,,,,,Faustficks,,,,,,,,
Faustgruß,Substantiv,m,,,,,Faustgruß,,,,,,,,,Faustgrüße,,,,,,,,,Faustgrußes,,,,,,,,,Faustgrüße,,,,,,,,,Faustgruß,,,,,,,,,Faustgrüßen,,,,,,,,,Faustgruß,,,,,,,,,Faustgrüße,,,,,,,,
Fausthieb,Substantiv,m,,,,,Fausthieb,,,,,,,,,Fausthiebe,,,,,,,,,Fausthiebs,Fausthiebes,,,,,,,,Fausthiebe,,,,,,,,,Fausthieb,,,,,,,,,Fausthieben,,,,,,,,,Fausthieb,,,,,,,,,Fausthiebe,,,,,,,,
Faustisches,"Substantiv,adjektivische Deklination",n,,,,,,,,,,,Faustisches,Faustische,Faustisches,,,,,,,,,,,,,,,,Faustischen,Faustischen,Faustischen,,,,,,,,,,,,,,,,Faustischem,Faustischen,Faustischen,,,,,,,,,,,,,,,,Faustisches,Faustische,Faustisches,,,,,,,,,
Faustkampf,Substantiv,m,,,,,Faustkampf,,,,,,,,,Faustkämpfe,,,,,,,,,Faustkampfes,Faustkampfs,,,,,,,,Faustkämpfe,,,,,,,,,Faustkampf,Faustkampfe,,,,,,,,Faustkämpfen,,,,,,,,,Faustkampf,,,,,,,,,Faustkämpfe,,,,,,,,
Faustkeil,Substantiv,m,,,,,Faustkeil,,,,,,,,,Faustkeile,,,,,,,,,Faustkeiles,Faustkeils,,,,,,,,Faustkeile,,,,,,,,,Faustkeil,Faustkeile,,,,,,,,Faustkeilen,,,,,,,,,Faustkeil,,,,,,,,,Faustkeile,,,,,,,,
Faustmolle,Substantiv,f,,,,,Faustmolle,,,,,,,,,,,,,,,,,,Faustmolle,,,,,,,,,,,,,,,,,,Faustmolle,,,,,,,,,,,,,,,,,,Faustmolle,,,,,,,,,,,,,,,,,
Faustpfand,Substantiv,n,,,,,Faustpfand,,,,,,,,,Faustpfänder,,,,,,,,,Faustpfandes,Faustpfands,,,,,,,,Faustpfänder,,,,,,,,,Faustpfand,Faustpfande,,,,,,,,Faustpfändern,,,,,,,,,Faustpfand,,,,,,,,,Faustpfänder,,,,,,,,
Faustrecht,Substantiv,n,,,,,Faustrecht,,,,,,,,,,,,,,,,,,Faustrechtes,Faustrechts,,,,,,,,,,,,,,,,,Faustrecht,Faustrechte,,,,,,,,,,,,,,,,,Faustrecht,,,,,,,,,,,,,,,,,
Faustregel,Substantiv,f,,,,,Faustregel,,,,,,,,,Faustregeln,,,,,,,,,Faustregel,,,,,,,,,Faustregeln,,,,,,,,,Faustregel,,,,,,,,,Faustregeln,,,,,,,,,Faustregel,,,,,,,,,Faustregeln,,,,,,,,
Faustschlag,Substantiv,m,,,,,Faustschlag,,,,,,,,,Faustschläge,,,,,,,,,Faustschlages,Faustschlags,,,,,,,,Faustschläge,,,,,,,,,Faustschlag,Faustschlage,,,,,,,,Faustschlägen,,,,,,,,,Faustschlag,,,,,,,,,Faustschläge,,,,,,,,
Faustschluss,Substantiv,m,,,,,Faustschluss,,,,,,,,,Faustschlüsse,,,,,,,,,Faustschlusses,,,,,,,,,Faustschlüsse,,,,,,,,,Faustschluss,Faustschlusse,,,,,,,,Faustschlüssen,,,,,,,,,Faustschluss,,,,,,,,,Faustschlüsse,,,,,,,,
Faustverkehr,Substantiv,m,,,,,Faustverkehr,,,,,,,,,Faustverkehre,,,,,,,,,Faustverkehrs,Faustverkehres,,,,,,,,Faustverkehre,,,,,,,,,Faustverkehr,Faustverkehre,,,,,,,,Faustverkehren,,,,,,,,,Faustverkehr,,,,,,,,,Faustverkehre,,,,,,,,
Fauteuil,Substantiv,,m,n,,,,,Fauteuil,Fauteuil,,,,,,Fauteuils,,,,,,,,,,,Fauteuils,Fauteuils,,,,,,Fauteuils,,,,,,,,,,,Fauteuil,Fauteuil,,,,,,Fauteuils,,,,,,,,,,,Fauteuil,Fauteuil,,,,,,Fauteuils,,,,,,,,
Fauvist,Substantiv,m,,,,,Fauvist,,,,,,,,,Fauvisten,,,,,,,,,Fauvisten,,,,,,,,,Fauvisten,,,,,,,,,Fauvisten,,,,,,,,,Fauvisten,,,,,,,,,Fauvisten,,,,,,,,,Fauvisten,,,,,,,,
Fauvistin,Substantiv,f,,,,,Fauvistin,,,,,,,,,Fauvistinnen,,,,,,,,,Fauvistin,,,,,,,,,Fauvistinnen,,,,,,,,,Fauvistin,,,,,,,,,Fauvistinnen,,,,,,,,,Fauvistin,,,,,,,,,Fauvistinnen,,,,,,,,
Fauxbourdon,Substantiv,m,,,,,Fauxbourdon,,,,,,,,,Fauxbourdons,,,,,,,,,Fauxbourdons,,,,,,,,,Fauxbourdons,,,,,,,,,Fauxbourdon,,,,,,,,,Fauxbourdons,,,,,,,,,Fauxbourdon,,,,,,,,,Fauxbourdons,,,,,,,,
Fauxpas,Substantiv,m,,,,,Fauxpas,,,,,,,,,Fauxpas,,,,,,,,,Fauxpas,,,,,,,,,Fauxpas,,,,,,,,,Fauxpas,,,,,,,,,Fauxpas,,,,,,,,,Fauxpas,,,,,,,,,Fauxpas,,,,,,,,
Favela,Substantiv,f,,,,,Favela,,,,,,,,,Favelas,,,,,,,,,Favela,,,,,,,,,Favelas,,,,,,,,,Favela,,,,,,,,,Favelas,,,,,,,,,Favela,,,,,,,,,Favelas,,,,,,,,
Favicon,Substantiv,n,,,,,Favicon,,,,,,,,,Favicons,,,,,,,,,Favicons,,,,,,,,,Favicons,,,,,,,,,Favicon,,,,,,,,,Favicons,,,,,,,,,Favicon,,,,,,,,,Favicons,,,,,,,,
Favorit,Substantiv,m,,,,,Favorit,,,,,,,,,Favoriten,,,,,,,,,Favoriten,,,,,,,,,Favoriten,,,,,,,,,Favoriten,,,,,,,,,Favoriten,,,,,,,,,Favoriten,,,,,,,,,Favoriten,,,,,,,,
Favoriten,"Substantiv,Toponym",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Favoritenliste,Substantiv,f,,,,,Favoritenliste,,,,,,,,,Favoritenlisten,,,,,,,,,Favoritenliste,,,,,,,,,Favoritenlisten,,,,,,,,,Favoritenliste,,,,,,,,,Favoritenlisten,,,,,,,,,Favoritenliste,,,,,,,,,Favoritenlisten,,,,,,,,
Favoritenrolle,Substantiv,f,,,,,Favoritenrolle,,,,,,,,,Favoritenrollen,,,,,,,,,Favoritenrolle,,,,,,,,,Favoritenrollen,,,,,,,,,Favoritenrolle,,,,,,,,,Favoritenrollen,,,,,,,,,Favoritenrolle,,,,,,,,,Favoritenrollen,,,,,,,,
Favoritenschreck,Substantiv,m,,,,,Favoritenschreck,,,,,,,,,Favoritenschrecke,,,,,,,,,Favoritenschrecks,,,,,,,,,Favoritenschrecke,,,,,,,,,Favoritenschreck,,,,,,,,,Favoritenschrecken,,,,,,,,,Favoritenschreck,,,,,,,,,Favoritenschrecke,,,,,,,,
Favoritensieg,Substantiv,m,,,,,Favoritensieg,,,,,,,,,Favoritensiege,,,,,,,,,Favoritensieges,Favoritensiegs,,,,,,,,Favoritensiege,,,,,,,,,Favoritensieg,Favoritensiege,,,,,,,,Favoritensiegen,,,,,,,,,Favoritensieg,,,,,,,,,Favoritensiege,,,,,,,,
Favoritensterben,Substantiv,n,,,,,Favoritensterben,,,,,,,,,,,,,,,,,,Favoritensterbens,,,,,,,,,,,,,,,,,,Favoritensterben,,,,,,,,,,,,,,,,,,Favoritensterben,,,,,,,,,,,,,,,,,
Favoritin,Substantiv,f,,,,,Favoritin,,,,,,,,,Favoritinnen,,,,,,,,,Favoritin,,,,,,,,,Favoritinnen,,,,,,,,,Favoritin,,,,,,,,,Favoritinnen,,,,,,,,,Favoritin,,,,,,,,,Favoritinnen,,,,,,,,
Fax,Substantiv,,n,m,,,,,Fax,Fax,,,,,,Faxe,,,,,,,,,,,Fax,Fax,,,,,,Faxe,,,,,,,,,,,Fax,Fax,,,,,,Faxen,,,,,,,,,,,Fax,Fax,,,,,,Faxe,,,,,,,,
Fax-Nummer,Substantiv,f,,,,,Fax-Nummer,,,,,,,,,Fax-Nummern,,,,,,,,,Fax-Nummer,,,,,,,,,Fax-Nummern,,,,,,,,,Fax-Nummer,,,,,,,,,Fax-Nummern,,,,,,,,,Fax-Nummer,,,,,,,,,Fax-Nummern,,,,,,,,
Faxe,Substantiv,f,,,,,Faxe,,,,,,,,,Faxen,,,,,,,,,Faxe,,,,,,,,,Faxen,,,,,,,,,Faxe,,,,,,,,,Faxen,,,,,,,,,Faxe,,,,,,,,,Faxen,,,,,,,,
Faxgerät,Substantiv,n,,,,,Faxgerät,,,,,,,,,Faxgeräte,,,,,,,,,Faxgerätes,Faxgeräts,,,,,,,,Faxgeräte,,,,,,,,,Faxgerät,Faxgeräte,,,,,,,,Faxgeräten,,,,,,,,,Faxgerät,,,,,,,,,Faxgeräte,,,,,,,,
Faxnummer,Substantiv,f,,,,,Faxnummer,,,,,,,,,Faxnummern,,,,,,,,,Faxnummer,,,,,,,,,Faxnummern,,,,,,,,,Faxnummer,,,,,,,,,Faxnummern,,,,,,,,,Faxnummer,,,,,,,,,Faxnummern,,,,,,,,
Faxweiche,Substantiv,f,,,,,Faxweiche,,,,,,,,,Faxweichen,,,,,,,,,Faxweiche,,,,,,,,,Faxweichen,,,,,,,,,Faxweiche,,,,,,,,,Faxweichen,,,,,,,,,Faxweiche,,,,,,,,,Faxweichen,,,,,,,,
Fayence,Substantiv,f,,,,,Fayence,,,,,,,,,Fayencen,,,,,,,,,Fayence,,,,,,,,,Fayencen,,,,,,,,,Fayence,,,,,,,,,Fayencen,,,,,,,,,Fayence,,,,,,,,,Fayencen,,,,,,,,
Fazenda,Substantiv,f,,,,,Fazenda,,,,,,,,,Fazendas,,,,,,,,,Fazenda,,,,,,,,,Fazendas,,,,,,,,,Fazenda,,,,,,,,,Fazendas,,,,,,,,,Fazenda,,,,,,,,,Fazendas,,,,,,,,
Fazetie,Substantiv,f,,,,,Fazetie,,,,,,,,,Fazetien,,,,,,,,,Fazetie,,,,,,,,,Fazetien,,,,,,,,,Fazetie,,,,,,,,,Fazetien,,,,,,,,,Fazetie,,,,,,,,,Fazetien,,,,,,,,
Fazialis,Substantiv,m,,,,,Fazialis,,,,,,,,,,,,,,,,,,Fazialis,,,,,,,,,,,,,,,,,,Fazialis,,,,,,,,,,,,,,,,,,Fazialis,,,,,,,,,,,,,,,,,
Fazialisparese,Substantiv,f,,,,,Fazialisparese,,,,,,,,,Fazialisparesen,,,,,,,,,Fazialisparese,,,,,,,,,Fazialisparesen,,,,,,,,,Fazialisparese,,,,,,,,,Fazialisparesen,,,,,,,,,Fazialisparese,,,,,,,,,Fazialisparesen,,,,,,,,
Fazilität,Substantiv,f,,,,,Fazilität,,,,,,,,,Fazilitäten,,,,,,,,,Fazilität,,,,,,,,,Fazilitäten,,,,,,,,,Fazilität,,,,,,,,,Fazilitäten,,,,,,,,,Fazilität,,,,,,,,,Fazilitäten,,,,,,,,
Fazinet,Substantiv,n,,,,,Fazinet,,,,,,,,,Fazinets,,,,,,,,,Fazinets,,,,,,,,,Fazinets,,,,,,,,,Fazinet,,,,,,,,,Fazinets,,,,,,,,,Fazinet,,,,,,,,,Fazinets,,,,,,,,
Fazit,Substantiv,n,,,,,Fazit,,,,,,,,,,,Fazits,Fazite,,,,,,Fazits,,,,,,,,,,,Fazits,Fazite,,,,,,Fazit,,,,,,,,,,,Fazits,Faziten,,,,,,Fazit,,,,,,,,,,,Fazits,Fazite,,,,,
Façon,Substantiv,f,,,,,Façon,,,,,,,,,,,Façons,Façonen,,,,,,Façon,,,,,,,,,,,Façons,Façonen,,,,,,Façon,,,,,,,,,,,Façons,Façonen,,,,,,Façon,,,,,,,,,,,Façons,Façonen,,,,,
Façon,Substantiv,n,,,,,Façon,,,,,,,,,Façons,,,,,,,,,Façons,,,,,,,,,Façons,,,,,,,,,Façon,,,,,,,,,Façons,,,,,,,,,Façon,,,,,,,,,Façons,,,,,,,,
Feature,Substantiv,,n,f,,,,,Feature,Feature,,,,,,Features,,,,,,,,,,,Features,Feature,,,,,,Features,,,,,,,,,,,Feature,Feature,,,,,,Features,,,,,,,,,,,Feature,Feature,,,,,,Features,,,,,,,,
Feber,Substantiv,m,,,,,Feber,,,,,,,,,Feber,,,,,,,,,Febers,,,,,,,,,Feber,,,,,,,,,Feber,,,,,,,,,Febern,,,,,,,,,Feber,,,,,,,,,Feber,,,,,,,,
Febertag,Substantiv,m,,,,,Febertag,,,,,,,,,Febertage,,,,,,,,,Febertags,Febertages,,,,,,,,Febertage,,,,,,,,,Febertag,,,,,,,,,Febertagen,,,,,,,,,Febertag,,,,,,,,,Febertage,,,,,,,,
Feberwoche,Substantiv,f,,,,,Feberwoche,,,,,,,,,Feberwochen,,,,,,,,,Feberwoche,,,,,,,,,Feberwochen,,,,,,,,,Feberwoche,,,,,,,,,Feberwochen,,,,,,,,,Feberwoche,,,,,,,,,Feberwochen,,,,,,,,
Februar,Substantiv,m,,,,,Februar,,,,,,,,,Februare,,,,,,,,,Februar,Februars,,,,,,,,Februare,,,,,,,,,Februar,,,,,,,,,Februaren,,,,,,,,,Februar,,,,,,,,,Februare,,,,,,,,
Februarabend,Substantiv,m,,,,,Februarabend,,,,,,,,,Februarabende,,,,,,,,,Februarabends,,,,,,,,,Februarabende,,,,,,,,,Februarabend,,,,,,,,,Februarabenden,,,,,,,,,Februarabend,,,,,,,,,Februarabende,,,,,,,,
Februarausgabe,Substantiv,f,,,,,Februarausgabe,,,,,,,,,Februarausgaben,,,,,,,,,Februarausgabe,,,,,,,,,Februarausgaben,,,,,,,,,Februarausgabe,,,,,,,,,Februarausgaben,,,,,,,,,Februarausgabe,,,,,,,,,Februarausgaben,,,,,,,,
Februarheft,Substantiv,n,,,,,Februarheft,,,,,,,,,Februarhefte,,,,,,,,,Februarheftes,Februarhefts,,,,,,,,Februarhefte,,,,,,,,,Februarheft,Februarhefte,,,,,,,,Februarheften,,,,,,,,,Februarheft,,,,,,,,,Februarhefte,,,,,,,,
Februarhälfte,Substantiv,f,,,,,Februarhälfte,,,,,,,,,Februarhälften,,,,,,,,,Februarhälfte,,,,,,,,,Februarhälften,,,,,,,,,Februarhälfte,,,,,,,,,Februarhälften,,,,,,,,,Februarhälfte,,,,,,,,,Februarhälften,,,,,,,,
Februarmorgen,Substantiv,m,,,,,Februarmorgen,,,,,,,,,Februarmorgen,,,,,,,,,Februarmorgens,,,,,,,,,Februarmorgen,,,,,,,,,Februarmorgen,,,,,,,,,Februarmorgen,,,,,,,,,Februarmorgen,,,,,,,,,Februarmorgen,,,,,,,,
Februarnacht,Substantiv,f,,,,,Februarnacht,,,,,,,,,Februarnächte,,,,,,,,,Februarnacht,,,,,,,,,Februarnächte,,,,,,,,,Februarnacht,,,,,,,,,Februarnächten,,,,,,,,,Februarnacht,,,,,,,,,Februarnächte,,,,,,,,
Februarsitzung,Substantiv,f,,,,,Februarsitzung,,,,,,,,,Februarsitzungen,,,,,,,,,Februarsitzung,,,,,,,,,Februarsitzungen,,,,,,,,,Februarsitzung,,,,,,,,,Februarsitzungen,,,,,,,,,Februarsitzung,,,,,,,,,Februarsitzungen,,,,,,,,
Februarsonne,Substantiv,f,,,,,Februarsonne,,,,,,,,,Februarsonnen,,,,,,,,,Februarsonne,,,,,,,,,Februarsonnen,,,,,,,,,Februarsonne,,,,,,,,,Februarsonnen,,,,,,,,,Februarsonne,,,,,,,,,Februarsonnen,,,,,,,,
Februarsturm,Substantiv,m,,,,,Februarsturm,,,,,,,,,Februarstürme,,,,,,,,,Februarsturms,Februarsturmes,,,,,,,,Februarstürme,,,,,,,,,Februarsturm,,,,,,,,,Februarstürmen,,,,,,,,,Februarsturm,,,,,,,,,Februarstürme,,,,,,,,
Februartag,Substantiv,m,,,,,Februartag,,,,,,,,,Februartage,,,,,,,,,Februartages,Februartags,,,,,,,,Februartage,,,,,,,,,Februartag,Februartage,,,,,,,,Februartagen,,,,,,,,,Februartag,,,,,,,,,Februartage,,,,,,,,
Februarwoche,Substantiv,f,,,,,Februarwoche,,,,,,,,,Februarwochen,,,,,,,,,Februarwoche,,,,,,,,,Februarwochen,,,,,,,,,Februarwoche,,,,,,,,,Februarwochen,,,,,,,,,Februarwoche,,,,,,,,,Februarwochen,,,,,,,,
Fechser,Substantiv,m,,,,,Fechser,,,,,,,,,Fechser,,,,,,,,,Fechsers,,,,,,,,,Fechser,,,,,,,,,Fechser,,,,,,,,,Fechsern,,,,,,,,,Fechser,,,,,,,,,Fechser,,,,,,,,
Fechsung,Substantiv,f,,,,,Fechsung,,,,,,,,,Fechsungen,,,,,,,,,Fechsung,,,,,,,,,Fechsungen,,,,,,,,,Fechsung,,,,,,,,,Fechsungen,,,,,,,,,Fechsung,,,,,,,,,Fechsungen,,,,,,,,
Fecht-Weltmeisterschaft,Substantiv,f,,,,,Fecht-Weltmeisterschaft,,,,,,,,,Fecht-Weltmeisterschaften,,,,,,,,,Fecht-Weltmeisterschaft,,,,,,,,,Fecht-Weltmeisterschaften,,,,,,,,,Fecht-Weltmeisterschaft,,,,,,,,,Fecht-Weltmeisterschaften,,,,,,,,,Fecht-Weltmeisterschaft,,,,,,,,,Fecht-Weltmeisterschaften,,,,,,,,
Fechtart,Substantiv,f,,,,,Fechtart,,,,,,,,,Fechtarten,,,,,,,,,Fechtart,,,,,,,,,Fechtarten,,,,,,,,,Fechtart,,,,,,,,,Fechtarten,,,,,,,,,Fechtart,,,,,,,,,Fechtarten,,,,,,,,
Fechtboden,Substantiv,m,,,,,Fechtboden,,,,,,,,,Fechtböden,,,,,,,,,Fechtbodens,,,,,,,,,Fechtböden,,,,,,,,,Fechtboden,,,,,,,,,Fechtböden,,,,,,,,,Fechtboden,,,,,,,,,Fechtböden,,,,,,,,
Fechten,Substantiv,n,,,,,Fechten,,,,,,,,,,,,,,,,,,Fechtens,,,,,,,,,,,,,,,,,,Fechten,,,,,,,,,,,,,,,,,,Fechten,,,,,,,,,,,,,,,,,
Fechter,Substantiv,m,,,,,Fechter,,,,,,,,,Fechter,,,,,,,,,Fechters,,,,,,,,,Fechter,,,,,,,,,Fechter,,,,,,,,,Fechtern,,,,,,,,,Fechter,,,,,,,,,Fechter,,,,,,,,
Fechterin,Substantiv,f,,,,,Fechterin,,,,,,,,,Fechterinnen,,,,,,,,,Fechterin,,,,,,,,,Fechterinnen,,,,,,,,,Fechterin,,,,,,,,,Fechterinnen,,,,,,,,,Fechterin,,,,,,,,,Fechterinnen,,,,,,,,
Fechthandschuh,Substantiv,m,,,,,Fechthandschuh,,,,,,,,,Fechthandschuhe,,,,,,,,,Fechthandschuhes,Fechthandschuhs,,,,,,,,Fechthandschuhe,,,,,,,,,Fechthandschuh,,,,,,,,,Fechthandschuhen,,,,,,,,,Fechthandschuh,,,,,,,,,Fechthandschuhe,,,,,,,,
Fechtkunst,Substantiv,f,,,,,Fechtkunst,,,,,,,,,Fechtkünste,,,,,,,,,Fechtkunst,,,,,,,,,Fechtkünste,,,,,,,,,Fechtkunst,,,,,,,,,Fechtkünsten,,,,,,,,,Fechtkunst,,,,,,,,,Fechtkünste,,,,,,,,
Fechtmaske,Substantiv,f,,,,,Fechtmaske,,,,,,,,,Fechtmasken,,,,,,,,,Fechtmaske,,,,,,,,,Fechtmasken,,,,,,,,,Fechtmaske,,,,,,,,,Fechtmasken,,,,,,,,,Fechtmaske,,,,,,,,,Fechtmasken,,,,,,,,
Fechtsaal,Substantiv,m,,,,,Fechtsaal,,,,,,,,,Fechtsäle,,,,,,,,,Fechtsaales,Fechtsaals,,,,,,,,Fechtsäle,,,,,,,,,Fechtsaal,Fechtsaale,,,,,,,,Fechtsälen,,,,,,,,,Fechtsaal,,,,,,,,,Fechtsäle,,,,,,,,
Fechtwaffe,Substantiv,f,,,,,Fechtwaffe,,,,,,,,,Fechtwaffen,,,,,,,,,Fechtwaffe,,,,,,,,,Fechtwaffen,,,,,,,,,Fechtwaffe,,,,,,,,,Fechtwaffen,,,,,,,,,Fechtwaffe,,,,,,,,,Fechtwaffen,,,,,,,,
Fechtweltmeisterschaft,Substantiv,f,,,,,Fechtweltmeisterschaft,,,,,,,,,Fechtweltmeisterschaften,,,,,,,,,Fechtweltmeisterschaft,,,,,,,,,Fechtweltmeisterschaften,,,,,,,,,Fechtweltmeisterschaft,,,,,,,,,Fechtweltmeisterschaften,,,,,,,,,Fechtweltmeisterschaft,,,,,,,,,Fechtweltmeisterschaften,,,,,,,,
Fecker,Substantiv,m,,,,,Fecker,,,,,,,,,Fecker,,,,,,,,,Feckers,,,,,,,,,Fecker,,,,,,,,,Fecker,,,,,,,,,Feckern,,,,,,,,,Fecker,,,,,,,,,Fecker,,,,,,,,
Fecker,Substantiv,m,,,,,Fecker,,,,,,,,,Fecker,,,,,,,,,Feckers,,,,,,,,,Fecker,,,,,,,,,Fecker,,,,,,,,,Feckern,,,,,,,,,Fecker,,,,,,,,,Fecker,,,,,,,,
